  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    2.9435    31.1055      6.0060e-03           5.9498e+03      3.1466e-02
    2.9760    31.1109      2.4111e-02           5.8820e+03      1.2628e-01
    3.0085    31.1249      1.3222e-02           5.8389e+03      6.9185e-02
    3.0409    31.1420      5.6280e-03           5.7225e+03      2.9417e-02
    3.0734    31.1555      1.1800e-03           5.6426e+03      6.1623e-03
    3.1059    31.1644      4.3800e-04           5.7818e+03      2.2861e-03
    3.1384    31.1817      2.2100e-04           6.0395e+03      1.1522e-03
    3.1708    31.2056      8.7000e-05           6.1248e+03      4.5288e-04
    3.2033    31.2332      6.8000e-05           6.1816e+03      3.5335e-04
    3.2358    31.2643      3.5000e-05           6.2255e+03      1.8151e-04
    3.2683    31.2991      2.3000e-05           6.2586e+03      1.1901e-04
    3.3007    31.3381      1.6000e-05           6.2851e+03      8.2586e-05
    3.3332    31.3821      2.2000e-05           6.3072e+03      1.1324e-04
    3.3657    31.4319      4.4000e-05           6.3268e+03      2.2576e-04
    3.3981    31.4885      6.3000e-05           6.3451e+03      3.2208e-04
    3.4306    31.5527      1.0800e-04           6.3617e+03      5.4990e-04
    3.4631    31.6252      1.0400e-04           6.3788e+03      5.2710e-04
    3.4956    31.7067      2.7000e-04           6.3937e+03      1.3614e-03
    3.5280    31.7974      4.2200e-04           6.4053e+03      2.1157e-03
    3.5605    31.8974      7.5400e-04           6.4143e+03      3.7566e-03
    3.5930    32.0065      6.9600e-04           6.4179e+03      3.4440e-03
    3.6255    32.1239      2.0910e-03           6.4159e+03      1.0271e-02
    3.6579    32.2490      1.9130e-03           6.4112e+03      9.3242e-03
    3.6904    32.3804      3.1870e-03           6.4065e+03      1.5408e-02
    3.7229    32.5167      1.5010e-03           6.4060e+03      7.1961e-03
    3.7554    32.6563      7.9100e-04           6.4111e+03      3.7599e-03
    3.7878    32.7973      1.2600e-03           6.4238e+03      5.9378e-03
    3.8203    32.9376      5.5500e-04           6.4440e+03      2.5932e-03
    3.8528    33.0754      4.7900e-04           6.4745e+03      2.2195e-03
    3.8852    33.2085      3.1600e-04           6.5137e+03      1.4525e-03
    3.9177    33.3354      3.1300e-04           6.5625e+03      1.4278e-03
    3.9502    33.4543      3.2400e-04           6.6207e+03      1.4675e-03
    3.9827    33.5643      1.3100e-04           6.6878e+03      5.8945e-04
    4.0151    33.6643      1.6500e-04           6.7641e+03      7.3803e-04
    4.0476    33.7540      2.2700e-04           6.8461e+03      1.0100e-03
    4.0801    33.8332      3.1100e-04           6.9334e+03      1.3772e-03
    4.1126    33.9023      3.3600e-04           7.0212e+03      1.4819e-03
    4.1450    33.9617      5.5700e-04           7.1077e+03      2.4480e-03
    4.1775    34.0122      2.5400e-04           7.1866e+03      1.1130e-03
    4.2100    34.0549      2.4300e-04           7.2537e+03      1.0621e-03
    4.2424    34.0907      2.3730e-03           7.3063e+03      1.0350e-02

    0.0000    31.6422      2.0000e-06           3.9313e+03      1.0126e-05
    0.0250    31.6436      5.7390e-03           3.8822e+03      2.9053e-02
    0.0499    31.6486      3.6010e-03           3.8748e+03      1.8224e-02
    0.0749    31.6598      2.2220e-03           3.9261e+03      1.1237e-02
    0.0998    31.6817      1.4470e-03           4.0582e+03      7.3077e-03
    0.1248    31.7199      1.2540e-03           4.2866e+03      6.3178e-03
    0.1498    31.7792      1.0360e-03           4.5860e+03      5.2000e-03
    0.1747    31.8599      1.1620e-03           4.8955e+03      5.8029e-03
    0.1997    31.9585      1.0000e-03           5.1658e+03      4.9631e-03
    0.2246    32.0693      1.2240e-03           5.3838e+03      6.0330e-03
    0.2496    32.1872      8.9400e-04           5.5575e+03      4.3742e-03
    0.2746    32.3075      1.2410e-03           5.6934e+03      6.0269e-03
    0.2995    32.4264      1.1450e-03           5.7989e+03      5.5200e-03
    0.3245    32.5410      1.6880e-03           5.8793e+03      8.0805e-03
    0.3494    32.6489      1.7800e-03           5.9409e+03      8.4647e-03
    0.3744    32.7483      1.8690e-03           5.9877e+03      8.8341e-03
    0.3993    32.8378      1.7800e-03           6.0193e+03      8.3676e-03
    0.4243    32.9168      1.6760e-03           6.0372e+03      7.8410e-03
    0.4493    32.9850      1.9570e-03           6.0474e+03      9.1178e-03
    0.4742    33.0426      1.8730e-03           6.0478e+03      8.6960e-03
    0.4992    33.0900      1.6860e-03           6.0380e+03      7.8054e-03
    0.5241    33.1282      1.1690e-03           6.0200e+03      5.3994e-03
    0.5491    33.1584      8.0300e-04           5.9956e+03      3.7022e-03
    0.5741    33.1819      6.4000e-04           5.9629e+03      2.9465e-03
    0.5990    33.2003      3.7500e-04           5.9231e+03      1.7246e-03
    0.6240    33.2151      2.4800e-04           5.8765e+03      1.1395e-03
    0.6489    33.2280      1.4100e-04           5.8258e+03      6.4735e-04
    0.6739    33.2404      1.6200e-04           5.7691e+03      7.4321e-04
    0.6989    33.2539      1.2100e-04           5.7060e+03      5.5466e-04
    0.7238    33.2697      2.1300e-04           5.6381e+03      9.7547e-04
    0.7488    33.2886      1.2500e-04           5.5668e+03      5.7181e-04
    0.7737    33.3114      1.4200e-04           5.4923e+03      6.4868e-04
    0.7987    33.3384      1.2900e-04           5.4152e+03      5.8834e-04
    0.8237    33.3696      5.8000e-05           5.3403e+03      2.6403e-04
    0.8486    33.4047      4.8000e-05           5.2682e+03      2.1805e-04
    0.8736    33.4430      4.6000e-05           5.1991e+03      2.0849e-04
    0.8985    33.4837      7.6000e-05           5.1344e+03      3.4362e-04
    0.9235    33.5260      7.0000e-05           5.0767e+03      3.1569e-04
    0.9484    33.5687      7.9000e-05           5.0271e+03      3.5538e-04
    0.9734    33.6107      7.5000e-05           4.9853e+03      3.3654e-04
    0.9984    33.6511      1.3600e-04           4.9502e+03      6.0879e-04
    1.0078    33.6557      1.1700e-04           4.9464e+03      5.2360e-04
    1.0172    33.6603      1.0900e-04           4.9427e+03      4.8766e-04
    1.0266    33.6648      8.4000e-05           4.9387e+03      3.7571e-04
    1.0360    33.6692      1.0800e-04           4.9368e+03      4.8293e-04
    1.0454    33.6736      1.0400e-04           4.9325e+03      4.6493e-04
    1.0548    33.6778      1.4600e-04           4.9286e+03      6.5252e-04
    1.0643    33.6820      1.4000e-04           4.9268e+03      6.2555e-04
    1.0737    33.6860      1.1900e-04           4.9236e+03      5.3159e-04
    1.0831    33.6898      1.0500e-04           4.9211e+03      4.6895e-04
    1.0925    33.6936      1.0900e-04           4.9183e+03      4.8670e-04
    1.1019    33.6971      1.4900e-04           4.9150e+03      6.6517e-04
    1.1113    33.7005      1.8600e-04           4.9130e+03      8.3018e-04
    1.1207    33.7037      2.2200e-04           4.9114e+03      9.9067e-04
    1.1302    33.7068      2.4200e-04           4.9083e+03      1.0797e-03
    1.1396    33.7096      1.8900e-04           4.9066e+03      8.4311e-04
    1.1490    33.7123      1.8700e-04           4.9055e+03      8.3406e-04
    1.1584    33.7148      1.6700e-04           4.9035e+03      7.4474e-04
    1.1678    33.7172      1.3700e-04           4.9022e+03      6.1087e-04
    1.1772    33.7193      1.3200e-04           4.9002e+03      5.8850e-04
    1.1866    33.7213      1.4000e-04           4.8987e+03      6.2409e-04
    1.1960    33.7231      1.1600e-04           4.8974e+03      5.1705e-04
    1.2055    33.7247      1.9200e-04           4.8974e+03      8.5573e-04
    1.2149    33.7261      2.0000e-04           4.8954e+03      8.9131e-04
    1.2243    33.7273      2.3000e-04           4.8948e+03      1.0249e-03
    1.2337    33.7283      4.8400e-04           4.8946e+03      2.1567e-03
    1.2431    33.7292      1.4700e-04           4.8937e+03      6.5499e-04
    1.2525    33.7298      2.4300e-04           4.8937e+03      1.0827e-03
    1.2619    33.7303      2.6200e-04           4.8925e+03      1.1673e-03
    1.2714    33.7306      3.2000e-05           4.8926e+03      1.4257e-04
    1.2808    33.7307      3.4000e-05           4.8934e+03      1.5148e-04
    1.2878    33.7306      2.1000e-04           4.8929e+03      9.3562e-04
    1.2949    33.7305      1.0000e-04           4.8925e+03      4.4554e-04
    1.3020    33.7302      1.3200e-04           4.8926e+03      5.8812e-04
    1.3090    33.7298      2.4300e-04           4.8937e+03      1.0827e-03
    1.3161    33.7294      3.0300e-04           4.8939e+03      1.3501e-03
    1.3231    33.7288      2.2900e-04           4.8945e+03      1.0204e-03
    1.3302    33.7281      3.6000e-04           4.8950e+03      1.6042e-03
    1.3373    33.7273      2.3000e-04           4.8948e+03      1.0249e-03
    1.3443    33.7264      2.1700e-04           4.8951e+03      9.6705e-04
    1.3514    33.7254      1.4100e-04           4.8958e+03      6.2840e-04
    1.3584    33.7243      9.9000e-05           4.8973e+03      4.4124e-04
    1.3655    33.7231      1.1600e-04           4.8974e+03      5.1705e-04
    1.3726    33.7217      1.0000e-04           4.8978e+03      4.4577e-04
    1.3796    33.7203      1.3100e-04           4.8984e+03      5.8401e-04
    1.3867    33.7188      1.5000e-04           4.9008e+03      6.6877e-04
    1.3937    33.7172      1.3700e-04           4.9022e+03      6.1087e-04
    1.4008    33.7154      1.6600e-04           4.9029e+03      7.4026e-04
    1.4079    33.7136      1.8000e-04           4.9045e+03      8.0277e-04
    1.4149    33.7117      1.8800e-04           4.9058e+03      8.3855e-04
    1.4220    33.7096      1.8900e-04           4.9066e+03      8.4311e-04
    1.4290    33.7075      2.5100e-04           4.9077e+03      1.1198e-03
    1.4361    33.7053      2.6800e-04           4.9099e+03      1.1958e-03
    1.4432    33.7029      2.1800e-04           4.9114e+03      9.7286e-04
    1.4502    33.7005      1.8600e-04           4.9130e+03      8.3018e-04
    1.4573    33.6980      1.4900e-04           4.9142e+03      6.6513e-04
    1.4643    33.6954      1.1100e-04           4.9167e+03      4.9558e-04
    1.4714    33.6926      1.3000e-04           4.9192e+03      5.8050e-04
    1.4785    33.6898      1.0500e-04           4.9211e+03      4.6895e-04
    1.4855    33.6870      1.3100e-04           4.9230e+03      5.8516e-04
    1.4926    33.6840      1.0900e-04           4.9256e+03      4.8698e-04
    1.4996    33.6809      1.5200e-04           4.9276e+03      6.7921e-04
    1.5067    33.6778      1.4600e-04           4.9286e+03      6.5252e-04
    1.5138    33.6746      1.1100e-04           4.9310e+03      4.9619e-04
    1.5208    33.6714      8.9000e-05           4.9341e+03      3.9792e-04
    1.5279    33.6681      1.2000e-04           4.9368e+03      5.3663e-04
    1.5349    33.6648      8.4000e-05           4.9387e+03      3.7571e-04
    1.5420    33.6614      1.0800e-04           4.9411e+03      4.8316e-04
    1.5491    33.6580      1.0000e-04           4.9443e+03      4.4746e-04
    1.5561    33.6546      1.3200e-04           4.9477e+03      5.9077e-04
    1.5632    33.6511      1.3600e-04           4.9502e+03      6.0879e-04
    1.5841    33.6113      9.7000e-05           4.9849e+03      4.3524e-04
    1.6051    33.5695      8.1000e-05           5.0260e+03      3.6436e-04
    1.6261    33.5263      1.2800e-04           5.0753e+03      5.7726e-04
    1.6470    33.4819      1.3800e-04           5.1330e+03      6.2401e-04
    1.6680    33.4368      9.2000e-05           5.1995e+03      4.1713e-04
    1.6890    33.3915      1.1300e-04           5.2720e+03      5.1373e-04
    1.7099    33.3462      7.6000e-05           5.3500e+03      3.4646e-04
    1.7309    33.3011      2.1300e-04           5.4342e+03      9.7363e-04
    1.7519    33.2564      1.3700e-04           5.5243e+03      6.2791e-04
    1.7728    33.2122      3.8300e-04           5.6160e+03      1.7601e-03
    1.7938    33.1683      7.1200e-04           5.7091e+03      3.2807e-03
    1.8148    33.1246      5.5900e-04           5.8033e+03      2.5825e-03
    1.8357    33.0808      8.4900e-04           5.8975e+03      3.9327e-03
    1.8567    33.0367      1.2740e-03           5.9896e+03      5.9171e-03
    1.8777    32.9918      1.2140e-03           6.0812e+03      5.6538e-03
    1.8986    32.9458      1.7530e-03           6.1733e+03      8.1868e-03
    1.9196    32.8984      1.0530e-03           6.2632e+03      4.9318e-03
    1.9405    32.8492      2.0440e-03           6.3494e+03      9.6020e-03
    1.9615    32.7980      1.0780e-03           6.4323e+03      5.0799e-03
    1.9825    32.7446      9.3200e-04           6.5132e+03      4.4062e-03
    2.0034    32.6890      1.2870e-03           6.5913e+03      6.1053e-03
    2.0244    32.6312      7.2300e-04           6.6634e+03      3.4419e-03
    2.0454    32.5712      4.6400e-04           6.7302e+03      2.2171e-03
    2.0663    32.5095      8.2400e-04           6.7922e+03      3.9522e-03
    2.0873    32.4462      1.0700e-03           6.8457e+03      5.1521e-03
    2.1083    32.3819      8.7200e-04           6.8898e+03      4.2154e-03
    2.1292    32.3170      1.1040e-03           6.9263e+03      5.3584e-03
    2.1502    32.2522      5.2500e-04           6.9568e+03      2.5584e-03
    2.1712    32.1882      9.5800e-04           6.9739e+03      4.6871e-03
    2.1921    32.1257      1.2330e-03           6.9820e+03      6.0560e-03
    2.2131    32.0654      1.8020e-03           6.9808e+03      8.8841e-03
    2.2341    32.0083      1.1340e-03           6.9729e+03      5.6107e-03
    2.2550    31.9550      1.6200e-03           6.9583e+03      8.0421e-03
    2.2760    31.9065      5.8800e-04           6.9363e+03      2.9279e-03
    2.2970    31.8635      5.0900e-04           6.9119e+03      2.5413e-03
    2.3179    31.8270      4.9100e-04           6.8857e+03      2.4571e-03
    2.3389    31.7976      1.5840e-03           6.8604e+03      7.9414e-03
    2.3598    31.7761      1.3890e-03           6.8378e+03      6.9732e-03
    2.3808    31.7629      1.8530e-03           6.8248e+03      9.3103e-03
    2.4018    31.7585      4.3560e-03           6.8203e+03      2.1893e-02
    2.4153    31.7595      3.9250e-03           6.8183e+03      1.9725e-02
    2.4289    31.7627      2.3400e-03           6.8126e+03      1.1757e-02
    2.4424    31.7678      2.5530e-03           6.8033e+03      1.2824e-02
    2.4560    31.7747      2.9340e-03           6.7905e+03      1.4731e-02
    2.4695    31.7832      3.5540e-03           6.7747e+03      1.7834e-02
    2.4830    31.7929      3.3560e-03           6.7506e+03      1.6830e-02
    2.4966    31.8036      2.9360e-03           6.7281e+03      1.4714e-02
    2.5101    31.8148      2.6760e-03           6.7039e+03      1.3402e-02
    2.5237    31.8261      3.0360e-03           6.6786e+03      1.5194e-02
    2.5372    31.8369      2.7570e-03           6.6518e+03      1.3788e-02
